2022-04-05 09:34:00.059 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,21,"UPDATE",2022-04-05 09:32:11 GMT,3/185,0,LOG,00000,"execute <unnamed>: UPDATE ""loc_request"" SET ""loc_created_on"" = $1 WHERE ""id"" IN ($2)","parameters: $1 = '2022-04-05 09:33:42', $2 = 'eeb3b6dc-02d6-4225-92c0-be42d1d6d32e'",,,,,,,,""
2022-04-05 09:34:00.062 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,22,"UPDATE",2022-04-05 09:32:11 GMT,3/187,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '16', $2 = '2022-04-05 09:34:00.06', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:34:05.909 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,23,"INSERT",2022-04-05 09:32:11 GMT,3/190,0,LOG,00000,"execute <unnamed>: INSERT INTO ""transaction""(""id"", ""block_number"", ""extrinsic_index"", ""from_address"", ""to_address"", ""transfer_value"", ""tip"", ""fee"", ""reserved"", ""pallet"", ""method"", ""created_on"", ""successful"", ""error_section"", ""error_name"", ""error_details"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, DEFAULT, DEFAULT, DEFAULT) RETURNING ""id"", ""successful""","parameters: $1 = 'f7463b22-f4e5-477e-b665-54215238ea07', $2 = '17', $3 = '1', $4 = '5GrwvaEF5zXb26Fz9rcQpDWS57CtERHpNehXCPcNoHGKutQY', $5 = NULL, $6 = '0', $7 = '0', $8 = '125000124', $9 = '0', $10 = 'logionLoc', $11 = 'close', $12 = '2022-04-05T09:33:48.000Z', $13 = 't'",,,,,,,,""
2022-04-05 09:34:05.915 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,24,"UPDATE",2022-04-05 09:32:11 GMT,3/192,0,LOG,00000,"execute <unnamed>: UPDATE ""loc_request"" SET ""closed_on"" = $1 WHERE ""id"" IN ($2)","parameters: $1 = '2022-04-05 09:33:48', $2 = 'eeb3b6dc-02d6-4225-92c0-be42d1d6d32e'",,,,,,,,""
2022-04-05 09:34:05.917 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,25,"UPDATE",2022-04-05 09:32:11 GMT,3/194,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '17', $2 = '2022-04-05 09:34:05.916', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:34:11.885 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,26,"UPDATE",2022-04-05 09:32:11 GMT,3/197,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '18', $2 = '2022-04-05 09:34:11.882', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:34:17.894 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,27,"UPDATE",2022-04-05 09:32:11 GMT,3/200,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '19', $2 = '2022-04-05 09:34:17.891', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:34:23.912 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,28,"INSERT",2022-04-05 09:32:11 GMT,3/246,0,LOG,00000,"execute <unnamed>: INSERT INTO ""transaction""(""id"", ""block_number"", ""extrinsic_index"", ""from_address"", ""to_address"", ""transfer_value"", ""tip"", ""fee"", ""reserved"", ""pallet"", ""method"", ""created_on"", ""successful"", ""error_section"", ""error_name"", ""error_details"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, DEFAULT, DEFAULT, DEFAULT) RETURNING ""id"", ""successful""","parameters: $1 = '1241f4f5-5ada-4e7d-8616-200c64b4c9b8', $2 = '20', $3 = '1', $4 = '5FHneW46xGXgs5mUiveU4sbTyGBzmstUspZC92UhjJM694ty', $5 = NULL, $6 = '0', $7 = '0', $8 = '125000156', $9 = '0', $10 = 'logionLoc', $11 = 'createPolkadotIdentityLoc', $12 = '2022-04-05T09:34:06.000Z', $13 = 't'",,,,,,,,""
2022-04-05 09:34:23.917 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,29,"UPDATE",2022-04-05 09:32:11 GMT,3/249,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '20', $2 = '2022-04-05 09:34:23.916', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:34:29.885 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,30,"UPDATE",2022-04-05 09:32:11 GMT,3/275,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '21', $2 = '2022-04-05 09:34:29.883', $3 = 'Transaction'",,,,,,,,""
