2022-04-05 09:36:05.915 GMT,"postgres","postgres",97,"172.30.0.4:37740",624c0d73.61,5,"UPDATE",2022-04-05 09:35:47 GMT,4/190,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '37', $2 = '2022-04-05 09:36:05.912', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:11.915 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,1,"UPDATE",2022-04-05 09:36:11 GMT,3/603,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '38', $2 = '2022-04-05 09:36:11.911', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:17.917 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,2,"UPDATE",2022-04-05 09:36:11 GMT,3/606,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '39', $2 = '2022-04-05 09:36:17.914', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:18.050 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,3,"UPDATE",2022-04-05 09:36:11 GMT,3/608,0,LOG,00000,"execute <unnamed>: UPDATE ""loc_request"" SET ""status"" = $1, ""decision_on"" = $2 WHERE ""id"" IN ($3)","parameters: $1 = 'OPEN', $2 = '2022-04-05 09:36:18.046', $3 = '2f726de5-02db-46fd-81bc-f44114148bf0'",,,,,,,,""
2022-04-05 09:36:23.918 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,4,"UPDATE",2022-04-05 09:36:11 GMT,3/634,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '40', $2 = '2022-04-05 09:36:23.915', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:29.917 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,5,"UPDATE",2022-04-05 09:36:11 GMT,3/661,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '41', $2 = '2022-04-05 09:36:29.913', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:35.940 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,6,"INSERT",2022-04-05 09:36:11 GMT,3/689,0,LOG,00000,"execute <unnamed>: INSERT INTO ""transaction""(""id"", ""block_number"", ""extrinsic_index"", ""from_address"", ""to_address"", ""transfer_value"", ""tip"", ""fee"", ""reserved"", ""pallet"", ""method"", ""created_on"", ""successful"", ""error_section"", ""error_name"", ""error_details"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, DEFAULT, DEFAULT, DEFAULT) RETURNING ""id"", ""successful""","parameters: $1 = '1512885b-a38e-4bb5-9080-9d3ab609a3fd', $2 = '42', $3 = '1', $4 = '5GrwvaEF5zXb26Fz9rcQpDWS57CtERHpNehXCPcNoHGKutQY', $5 = NULL, $6 = '0', $7 = '0', $8 = '125000156', $9 = '0', $10 = 'logionLoc', $11 = 'createPolkadotTransactionLoc', $12 = '2022-04-05T09:36:18.000Z', $13 = 't'",,,,,,,,""
2022-04-05 09:36:35.949 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,7,"UPDATE",2022-04-05 09:36:11 GMT,3/691,0,LOG,00000,"execute <unnamed>: UPDATE ""loc_request"" SET ""loc_created_on"" = $1 WHERE ""id"" IN ($2)","parameters: $1 = '2022-04-05 09:36:18', $2 = '2f726de5-02db-46fd-81bc-f44114148bf0'",,,,,,,,""
2022-04-05 09:36:35.952 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,8,"UPDATE",2022-04-05 09:36:11 GMT,3/693,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '42', $2 = '2022-04-05 09:36:35.951', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:41.919 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,9,"UPDATE",2022-04-05 09:36:11 GMT,3/696,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '43', $2 = '2022-04-05 09:36:41.916', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:45.568 GMT,"postgres","postgres",102,"172.30.0.4:37748",624c0dad.66,1,"idle in transaction",2022-04-05 09:36:45 GMT,4/246,553,LOG,00000,"statement: COMMENT ON LARGE OBJECT 16578 IS '0xf6d5ec1702da7e21e477bf3496d17cb2ba7abf370b053e6c7b8c3dd52a229bde'",,,,,,,,,"psql"
2022-04-05 09:36:45.574 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,10,"INSERT",2022-04-05 09:36:11 GMT,3/698,0,LOG,00000,"execute <unnamed>: INSERT INTO ""loc_request_file""(""request_id"", ""hash"", ""index"", ""added_on"", ""name"", ""oid"", ""content_type"", ""draft"", ""nature"", ""submitter"") VALUES ($1, $2, $3, DEFAULT, $4, $5, $6, $7, $8, $9)","parameters: $1 = '2f726de5-02db-46fd-81bc-f44114148bf0', $2 = '0xf6d5ec1702da7e21e477bf3496d17cb2ba7abf370b053e6c7b8c3dd52a229bde', $3 = '0', $4 = 'Test', $5 = '16578', $6 = 'application/json', $7 = 't', $8 = 'Test', $9 = '5EBxoSssqNo23FvsDeUxjyQScnfEiGxJaNwuwqBH2Twe35BX'",,,,,,,,""
2022-04-05 09:36:47.923 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,11,"UPDATE",2022-04-05 09:36:11 GMT,3/720,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '44', $2 = '2022-04-05 09:36:47.918', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:53.924 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,12,"UPDATE",2022-04-05 09:36:11 GMT,3/724,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '45', $2 = '2022-04-05 09:36:53.921', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:36:59.920 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,13,"UPDATE",2022-04-05 09:36:11 GMT,3/778,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '46', $2 = '2022-04-05 09:36:59.917', $3 = 'Transaction'",,,,,,,,""
