2022-04-05 09:39:05.968 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,27,"INSERT",2022-04-05 09:37:23 GMT,3/1122,0,LOG,00000,"execute <unnamed>: INSERT INTO ""transaction""(""id"", ""block_number"", ""extrinsic_index"", ""from_address"", ""to_address"", ""transfer_value"", ""tip"", ""fee"", ""reserved"", ""pallet"", ""method"", ""created_on"", ""successful"", ""error_section"", ""error_name"", ""error_details"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, DEFAULT, DEFAULT, DEFAULT) RETURNING ""id"", ""successful""","parameters: $1 = '4f722986-8805-4d71-857e-816ee1a02ba9', $2 = '67', $3 = '1', $4 = '5GrwvaEF5zXb26Fz9rcQpDWS57CtERHpNehXCPcNoHGKutQY', $5 = NULL, $6 = '0', $7 = '0', $8 = '125000141', $9 = '0', $10 = 'logionLoc', $11 = 'makeVoidAndReplace', $12 = '2022-04-05T09:38:48.000Z', $13 = 't'",,,,,,,,""
2022-04-05 09:39:05.974 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,28,"UPDATE",2022-04-05 09:37:23 GMT,3/1124,0,LOG,00000,"execute <unnamed>: UPDATE ""loc_request"" SET ""voided_on"" = $1 WHERE ""id"" IN ($2)","parameters: $1 = '2022-04-05 09:38:48', $2 = '2f726de5-02db-46fd-81bc-f44114148bf0'",,,,,,,,""
2022-04-05 09:39:05.976 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,29,"UPDATE",2022-04-05 09:37:23 GMT,3/1126,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '67', $2 = '2022-04-05 09:39:05.975', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:39:11.944 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,30,"UPDATE",2022-04-05 09:37:23 GMT,3/1129,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '68', $2 = '2022-04-05 09:39:11.941', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:39:17.945 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,31,"UPDATE",2022-04-05 09:37:23 GMT,3/1132,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '69', $2 = '2022-04-05 09:39:17.94', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:39:23.950 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,32,"UPDATE",2022-04-05 09:37:23 GMT,3/1135,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '70', $2 = '2022-04-05 09:39:23.948', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:39:29.948 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,33,"UPDATE",2022-04-05 09:37:23 GMT,3/1138,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '71', $2 = '2022-04-05 09:39:29.945', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:39:34.259 GMT,,,1,,624c0c98.1,3,,2022-04-05 09:32:08 GMT,,0,LOG,00000,"received fast shutdown request",,,,,,,,,""
2022-04-05 09:39:34.260 GMT,,,1,,624c0c98.1,4,,2022-04-05 09:32:08 GMT,,0,LOG,00000,"aborting any active transactions",,,,,,,,,""
2022-04-05 09:39:34.261 GMT,,,1,,624c0c98.1,5,,2022-04-05 09:32:08 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 85) exited with exit code 1",,,,,,,,,""
2022-04-05 09:39:34.261 GMT,,,80,,624c0c98.50,1,,2022-04-05 09:32:08 GMT,,0,LOG,00000,"shutting down",,,,,,,,,""
2022-04-05 09:39:34.269 GMT,,,1,,624c0c98.1,6,,2022-04-05 09:32:08 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,,""
