2022-04-05 09:37:03.323 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,14,"DELETE",2022-04-05 09:36:11 GMT,3/782,0,LOG,00000,"execute <unnamed>: DELETE FROM ""loc_request_file"" WHERE ""request_id"" = $1 AND ""hash"" = $2","parameters: $1 = '2f726de5-02db-46fd-81bc-f44114148bf0', $2 = '0xf6d5ec1702da7e21e477bf3496d17cb2ba7abf370b053e6c7b8c3dd52a229bde'",,,,,,,,""
2022-04-05 09:37:05.928 GMT,"postgres","postgres",100,"172.30.0.4:37744",624c0d8b.64,15,"UPDATE",2022-04-05 09:36:11 GMT,3/785,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '47', $2 = '2022-04-05 09:37:05.922', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:11.925 GMT,"postgres","postgres",104,"172.30.0.4:37752",624c0db8.68,1,"UPDATE",2022-04-05 09:36:56 GMT,4/319,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '48', $2 = '2022-04-05 09:37:11.923', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:17.204 GMT,"postgres","postgres",104,"172.30.0.4:37752",624c0db8.68,2,"INSERT",2022-04-05 09:36:56 GMT,4/321,0,LOG,00000,"execute <unnamed>: INSERT INTO ""loc_metadata_item""(""request_id"", ""index"", ""added_on"", ""name"", ""value"", ""value_text"", ""draft"", ""submitter"") VALUES ($1, $2, DEFAULT, $3, DEFAULT, $4, $5, $6) RETURNING ""value_text"", ""draft""","parameters: $1 = '2f726de5-02db-46fd-81bc-f44114148bf0', $2 = '0', $3 = 'Test', $4 = 'Test', $5 = 't', $6 = '5EBxoSssqNo23FvsDeUxjyQScnfEiGxJaNwuwqBH2Twe35BX'",,,,,,,,""
2022-04-05 09:37:17.927 GMT,"postgres","postgres",104,"172.30.0.4:37752",624c0db8.68,3,"UPDATE",2022-04-05 09:36:56 GMT,4/343,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '49', $2 = '2022-04-05 09:37:17.925', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:19.304 GMT,"postgres","postgres",104,"172.30.0.4:37752",624c0db8.68,4,"DELETE",2022-04-05 09:36:56 GMT,4/345,0,LOG,00000,"execute <unnamed>: DELETE FROM ""loc_metadata_item"" WHERE ""request_id"" = $1 AND ""name"" = $2","parameters: $1 = '2f726de5-02db-46fd-81bc-f44114148bf0', $2 = 'Test'",,,,,,,,""
2022-04-05 09:37:23.925 GMT,"postgres","postgres",104,"172.30.0.4:37752",624c0db8.68,5,"UPDATE",2022-04-05 09:36:56 GMT,4/371,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '50', $2 = '2022-04-05 09:37:23.922', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:29.917 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,1,"UPDATE",2022-04-05 09:37:23 GMT,3/902,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '51', $2 = '2022-04-05 09:37:29.916', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:35.926 GMT,"postgres","postgres",107,"172.30.0.4:37756",624c0dd3.6b,2,"UPDATE",2022-04-05 09:37:23 GMT,3/907,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '52', $2 = '2022-04-05 09:37:35.922', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:37:40.109 GMT,"postgres","postgres",108,"172.30.0.4:37758",624c0de4.6c,1,"idle in transaction",2022-04-05 09:37:40 GMT,4/381,568,LOG,00000,"statement: COMMENT ON LARGE OBJECT 16579 IS '0xf6d5ec1702da7e21e477bf3496d17cb2ba7abf370b053e6c7b8c3dd52a229bde'",,,,,,,,,"psql"
