2022-04-05 09:33:05.883 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,7,"UPDATE",2022-04-05 09:32:11 GMT,3/75,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '7', $2 = '2022-04-05 09:33:05.879', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:11.880 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,8,"UPDATE",2022-04-05 09:32:11 GMT,3/81,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '8', $2 = '2022-04-05 09:33:11.877', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:17.883 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,9,"UPDATE",2022-04-05 09:32:11 GMT,3/84,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '9', $2 = '2022-04-05 09:33:17.88', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:23.221 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,10,"INSERT",2022-04-05 09:32:11 GMT,3/86,0,LOG,00000,"execute <unnamed>: INSERT INTO ""protection_request""(""id"", ""address_to_recover"", ""created_on"", ""is_recovery"", ""requester_address"", ""email"", ""first_name"", ""last_name"", ""phone_number"", ""city"", ""country"", ""line1"", ""line2"", ""postal_code"", ""status"", ""other_legal_officer_address"", ""decision_on"", ""reject_reason"", ""loc_id"") VALUES ($1, DEFAULT, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, DEFAULT, DEFAULT, DEFAULT)","parameters: $1 = '41de0a6d-1fd2-49e7-a5f2-f28952233007', $2 = '2022-04-05 09:33:23.219', $3 = 'f', $4 = '5EBxoSssqNo23FvsDeUxjyQScnfEiGxJaNwuwqBH2Twe35BX', $5 = 'gerard@logion.network', $6 = 'Gérard', $7 = 'Dethier', $8 = '+1234', $9 = '?', $10 = '?', $11 = '?', $12 = '?', $13 = '?', $14 = 'PENDING', $15 = '5FHneW46xGXgs5mUiveU4sbTyGBzmstUspZC92UhjJM694ty'",,,,,,,,""
2022-04-05 09:33:23.877 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,11,"UPDATE",2022-04-05 09:32:11 GMT,3/89,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '10', $2 = '2022-04-05 09:33:23.876', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:29.872 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,12,"UPDATE",2022-04-05 09:32:11 GMT,3/119,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '11', $2 = '2022-04-05 09:33:29.87', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:34.720 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,13,"INSERT",2022-04-05 09:32:11 GMT,3/120,0,LOG,00000,"execute <unnamed>: INSERT INTO ""loc_request""(""id"", ""status"", ""requester_address"", ""requester_identity_loc"", ""owner_address"", ""description"", ""loc_type"", ""decision_on"", ""reject_reason"", ""created_on"", ""closed_on"", ""loc_created_on"", ""first_name"", ""last_name"", ""email"", ""phone_number"", ""void_reason"", ""voided_on"") VALUES ($1, $2, $3, DEFAULT, $4, $5, $6, $7, DEFAULT, $8, DEFAULT, DEFAULT, $9, $10, $11, $12, DEFAULT, DEFAULT)","parameters: $1 = 'eeb3b6dc-02d6-4225-92c0-be42d1d6d32e', $2 = 'OPEN', $3 = '5EBxoSssqNo23FvsDeUxjyQScnfEiGxJaNwuwqBH2Twe35BX', $4 = '5GrwvaEF5zXb26Fz9rcQpDWS57CtERHpNehXCPcNoHGKutQY', $5 = 'KYC Gérard Dethier - 5EBxoSssqNo23FvsDeUxjyQScnfEiGxJaNwuwqBH2Twe35BX', $6 = 'Identity', $7 = '2022-04-05 09:33:34.713', $8 = '2022-04-05 09:33:34.712', $9 = 'Gérard', $10 = 'Dethier', $11 = 'gerard@logion.network', $12 = '+1234'",,,,,,,,""
2022-04-05 09:33:35.884 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,14,"UPDATE",2022-04-05 09:32:11 GMT,3/144,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '12', $2 = '2022-04-05 09:33:35.881', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:41.885 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,15,"UPDATE",2022-04-05 09:32:11 GMT,3/147,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '13', $2 = '2022-04-05 09:33:41.879', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:47.883 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,16,"UPDATE",2022-04-05 09:32:11 GMT,3/152,0,LOG,00000,"execute <unnamed>: UPDATE ""sync_point"" SET ""latest_head_block_number"" = $1, ""updated_on"" = $2 WHERE ""name"" IN ($3)","parameters: $1 = '14', $2 = '2022-04-05 09:33:47.881', $3 = 'Transaction'",,,,,,,,""
2022-04-05 09:33:48.043 GMT,"postgres","postgres",88,"172.30.0.4:37726",624c0c9b.58,17,"UPDATE",2022-04-05 09:32:11 GMT,3/155,0,LOG,00000,"execute <unnamed>: UPDATE ""protection_request"" SET ""status"" = $1, ""decision_on"" = $2, ""loc_id"" = $3 WHERE ""id"" IN ($4)","parameters: $1 = 'ACCEPTED', $2 = '2022-04-05 09:33:48.041', $3 = 'eeb3b6dc-02d6-4225-92c0-be42d1d6d32e', $4 = '41de0a6d-1fd2-49e7-a5f2-f28952233007'",,,,,,,,""
